t I S
3.618 -1.36877 0.447425
3.619 -1.31085 0.505825
3.62 -1.33872 0.478833
3.621 -1.3348 0.483258
3.622 -1.312 0.50679
3.623 -1.31687 0.502544
3.624 -1.3067 0.513013
3.625 -1.27163 0.548645
3.626 -1.29264 0.527959
3.627 -1.27876 0.542573
3.628 -1.24662 0.575417
3.629 -1.25521 0.567414
3.63 -1.25799 0.56487
3.631 -1.19965 0.623736
3.632 -1.20036 0.62359
3.633 -1.18248 0.642052
3.634 -1.2066 0.618365
3.635 -1.21231 0.613461
3.636 -1.21617 0.610038
3.637 -1.26363 0.563325
3.638 -1.24395 0.583348
3.639 -1.21359 0.613959
3.64 -1.21145 0.616668
3.641 -1.18309 0.645929
3.642 -1.19105 0.638411
3.643 -1.2326 0.597379
3.644 -1.29579 0.534736
3.645 -1.28055 0.550346
3.646 -1.29651 0.534781
3.647 -1.25344 0.578151
3.648 -1.28705 0.545271
3.649 -1.32028 0.512341
3.65 -1.33177 0.501149
3.651 -1.36453 0.468859
3.652 -1.35646 0.477738
3.653 -1.37983 0.454781
3.654 -1.35459 0.480482
3.655 -1.3705 0.465286
3.656 -1.39451 0.44153
3.657 -1.38408 0.452323
3.658 -1.32657 0.510224
3.659 -1.33094 0.506405
3.66 -1.32467 0.513397
3.661 -1.35721 0.481279
3.662 -1.37562 0.463635
3.663 -1.3619 0.477587
3.664 -1.3404 0.499578
3.665 -1.38141 0.459028
3.666 -1.39206 0.448827
3.667 -1.37343 0.467691
3.668 -1.41967 0.421808
3.669 -1.41967 0.422003
3.67 -1.42942 0.412751
3.671 -1.40888 0.433576
3.672 -1.4311 0.411617
3.673 -1.43019 0.412728
3.674 -1.41506 0.428213
3.675 -1.40099 0.442585
3.676 -1.39276 0.451383
3.677 -1.39864 0.446663
3.678 -1.43339 0.412298
3.679 -1.41714 0.42891
3.68 -1.42663 0.42004
3.681 -1.43453 0.412673
3.682 -1.43805 0.40931
3.683 -1.47007 0.377772
3.684 -1.47871 0.369414
3.685 -1.47994 0.368745
3.686 -1.45893 0.390378
3.687 -1.45971 0.389921
3.688 -1.44248 0.407726
3.689 -1.42684 0.423726
3.69 -1.40139 0.449954
3.691 -1.4164 0.435428
3.692 -1.42623 0.426156
3.693 -1.42652 0.426482
3.694 -1.44439 0.408983
3.695 -1.38965 0.464661
3.696 -1.38515 0.469382
3.697 -1.33421 0.521523
3.698 -1.36207 0.494102
3.699 -1.34921 0.50724
3.7 -1.34927 0.507531
3.701 -1.33555 0.521673
3.702 -1.34106 0.516672
3.703 -1.31996 0.538187
3.704 -1.28245 0.576103
3.705 -1.27121 0.587974
3.706 -1.28991 0.569809
3.707 -1.29783 0.56228
3.708 -1.27745 0.583002
3.709 -1.37196 0.489656
3.71 -1.31582 0.546672
3.711 -1.3091 0.553736
3.712 -1.27374 0.589285
3.713 -1.32519 0.538226
3.714 -1.27981 0.584005
3.715 -1.25686 0.60722
3.716 -1.25642 0.607814
3.717 -1.29758 0.567324
3.718 -1.29714 0.568097
3.719 -1.26611 0.599354
3.72 -1.26288 0.603291
3.721 -1.28938 0.577109
3.722 -1.28545 0.581624
3.723 -1.28019 0.587162
3.724 -1.26806 0.599937
3.725 -1.27051 0.597644
3.726 -1.24793 0.620665
3.727 -1.17917 0.689785
3.728 -1.18801 0.681432
3.729 -1.15394 0.715711
3.73 -1.17235 0.697627
3.731 -1.21053 0.6598
3.732 -1.18922 0.681518
3.733 -1.21829 0.652947
3.734 -1.25145 0.620067
3.735 -1.21519 0.656653
3.736 -1.23852 0.633739
3.737 -1.25792 0.614677
3.738 -1.30517 0.568185
3.739 -1.26672 0.607047
3.74 -1.27947 0.594663
3.741 -1.23482 0.639724
3.742 -1.23683 0.63809
3.743 -1.21936 0.655744
3.744 -1.23862 0.636979
3.745 -1.21684 0.65895
3.746 -1.23458 0.641374
3.747 -1.24059 0.635967
3.748 -1.25254 0.624665
3.749 -1.26643 0.611194
3.75 -1.30339 0.574888
3.751 -1.31957 0.559
3.752 -1.27697 0.602426
3.753 -1.27367 0.605975
3.754 -1.23918 0.640913
3.755 -1.26087 0.619544
3.756 -1.24883 0.631844
3.757 -1.26322 0.618071
3.758 -1.26987 0.612084
3.759 -1.29978 0.582595
3.76 -1.25358 0.629232
3.761 -1.23772 0.645563
3.762 -1.19143 0.692112
3.763 -1.12838 0.755577
3.764 -1.17322 0.711176
3.765 -1.22332 0.661875
3.766 -1.18765 0.697838
3.767 -1.19578 0.690278
3.768 -1.15794 0.728523
3.769 -1.12785 0.759202
3.77 -1.10461 0.782765
3.771 -1.12739 0.760287
3.772 -1.17972 0.708281
3.773 -1.15898 0.729346
3.774 -1.06411 0.824912
3.775 -1.09004 0.799243
3.776 -1.02985 0.859839
3.777 -1.12129 0.768976
3.778 -1.0646 0.826126
3.779 -1.00733 0.883812
3.78 -0.912384 0.979465
3.781 -0.812981 1.07937
3.782 -0.849891 1.04273
3.783 -0.883139 1.00982
3.784 -0.979349 0.914187
3.785 -0.982006 0.911997
3.786 -0.927655 0.966896
3.787 -0.869512 1.02539
3.788 -0.910687 0.984519
3.789 -0.973365 0.922373
3.79 -0.915068 0.981337
3.791 -0.815619 1.08149
3.792 -0.772533 1.12537
3.793 -0.730407 1.16783
3.794 -0.757662 1.14095
3.795 -0.730313 1.16885
3.796 -0.665272 1.23444
3.797 -0.585156 1.31495
3.798 -0.588317 1.31212
3.799 -0.559499 1.34156
3.8 -0.553295 1.34806
3.801 -0.489421 1.41243
3.802 -0.487625 1.41437
3.803 -0.466245 1.43622
3.804 -0.461406 1.44115
3.805 -0.427356 1.47569
3.806 -0.347733 1.55609
3.807 -0.277522 1.62673
3.808 -0.21132 1.69342
3.809 -0.324048 1.5813
3.81 -0.275034 1.63047
3.811 -0.185348 1.7208
3.812 -0.206563 1.69985
3.813 -0.220741 1.68611
3.814 -0.224197 1.68291
3.815 -0.202121 1.70517
3.816 -0.322293 1.58552
3.817 -0.316597 1.5916
3.818 -0.362841 1.54555
3.819 -0.380102 1.52848
3.82 -0.368101 1.5413
3.821 -0.312503 1.5972
3.822 -0.283921 1.62602
3.823 -0.304555 1.60573
3.824 -0.291799 1.61896
3.825 -0.351098 1.56032
3.826 -0.410809 1.50115
3.827 -0.435647 1.47669
3.828 -0.472406 1.44078
3.829 -0.434049 1.47964
3.83 -0.416902 1.49705
3.831 -0.440694 1.4738
3.832 -0.402652 1.51232
3.833 -0.366669 1.54873
3.834 -0.375202 1.5409
3.835 -0.280352 1.63629
3.836 -0.318425 1.59936
3.837 -0.263017 1.65517
3.838 -0.333577 1.58513
3.839 -0.24062 1.67867
3.84 -0.151455 1.7682
3.841 -0.205048 1.71504
3.842 -0.16196 1.75849
3.843 -0.230077 1.691
3.844 -0.124825 1.79695
3.845 -0.148521 1.77383
3.846 -0.126324 1.79632
3.847 -0.204879 1.71808
3.848 -0.2308 1.69238
3.849 -0.262858 1.6605
3.85 -0.352094 1.57154
3.851 -0.428411 1.49603
3.852 -0.49885 1.42658
3.853 -0.49579 1.43035
3.854 -0.460967 1.46557
3.855 -0.407977 1.51945
3.856 -0.500709 1.42726
3.857 -0.500466 1.42845
3.858 -0.494127 1.43514
3.859 -0.484701 1.44505
3.86 -0.548188 1.3819
3.861 -0.526795 1.40377
3.862 -0.482693 1.44829
3.863 -0.385645 1.54622
3.864 -0.411386 1.52097
3.865 -0.52371 1.40938
3.866 -0.606358 1.32718
3.867 -0.498769 1.43561
3.868 -0.501966 1.43268
3.869 -0.536164 1.39898
3.87 -0.566163 1.36959
3.871 -0.538611 1.39751
3.872 -0.534407 1.40212
3.873 -0.575934 1.36112
3.874 -0.657881 1.2796
3.875 -0.705007 1.23274
3.876 -0.667008 1.27132
3.877 -0.670459 1.26809
3.878 -0.765089 1.17419
3.879 -0.710708 1.22909
3.88 -0.758947 1.18143
3.881 -0.716685 1.22406
3.882 -0.743084 1.19821
3.883 -0.800523 1.14146
3.884 -0.824163 1.1184
3.885 -0.813216 1.12971
3.886 -0.85215 1.09122
3.887 -0.864902 1.07879
3.888 -0.882701 1.06157
3.889 -0.930262 1.01426
3.89 -1.02642 0.918754
3.891 -1.04188 0.903657
3.892 -1.04441 0.901819
3.893 -1.0286 0.918111
3.894 -0.996012 0.951023
3.895 -0.991038 0.956599
3.896 -0.990297 0.958184
3.897 -0.910435 1.03856
3.898 -0.950704 0.99875
3.899 -0.93165 1.01822
3.9 -0.903627 1.04685
3.901 -0.905958 1.04477
3.902 -0.909514 1.04139
3.903 -0.888747 1.06263
3.904 -0.788663 1.1633
3.905 -0.790371 1.16201
3.906 -0.778673 1.17411
3.907 -0.815013 1.13814
3.908 -0.77862 1.17472
3.909 -0.68841 1.26547
3.91 -0.775792 1.17897
3.911 -0.921735 1.0342
3.912 -0.957305 0.998901
3.913 -0.962626 0.994273
3.914 -0.952197 1.00498
3.915 -0.976344 0.981155
3.916 -0.954985 1.00302
3.917 -1.04 0.918592
3.918 -0.950853 1.0086
3.919 -1.02545 0.935006
3.92 -1.00886 0.951832
3.921 -0.995712 0.965618
3.922 -1.01306 0.948712
3.923 -1.04713 0.915001
3.924 -1.02865 0.933925
3.925 -1.03211 0.930877
3.926 -0.995329 0.968084
3.927 -1.02447 0.939734
3.928 -1.03409 0.930416
3.929 -1.05837 0.907207
3.93 -1.08458 0.881574
3.931 -1.04761 0.919094
3.932 -1.08359 0.883658
3.933 -1.08992 0.877882
3.934 -1.10423 0.86401
3.935 -1.1408 0.828319
3.936 -1.07897 0.89072
3.937 -1.1093 0.860632
3.938 -1.13035 0.839918
3.939 -1.06527 0.90577
3.94 -1.01611 0.955372
3.941 -1.04696 0.924766
3.942 -1.00467 0.967747
3.943 -0.995118 0.977854
3.944 -0.966455 1.00701
3.945 -0.992911 0.981075
3.946 -0.961574 1.01269
3.947 -0.999935 0.974654
3.948 -1.01165 0.963173
3.949 -1.05182 0.923377
3.95 -0.999929 0.976175
3.951 -0.980362 0.996146
3.952 -0.930829 1.0464
3.953 -0.916369 1.06144
3.954 -0.895597 1.08257
3.955 -0.871491 1.10684
3.956 -0.835122 1.14351
3.957 -0.8199 1.15887
3.958 -0.923807 1.0561
3.959 -0.89372 1.08651
3.96 -0.912297 1.06808
3.961 -0.911749 1.06915
3.962 -0.825984 1.15614
3.963 -0.8551 1.12809
3.964 -0.890012 1.0935
3.965 -0.882087 1.10197
3.966 -1.0013 0.983345
3.967 -1.08714 0.898261
3.968 -1.08901 0.896813
3.969 -1.15296 0.833481
3.97 -1.16663 0.820199
3.971 -1.13409 0.853242
3.972 -1.12758 0.860264
3.973 -1.12795 0.859988
3.974 -1.1553 0.833015
3.975 -1.15562 0.833122
3.976 -1.18414 0.805029
3.977 -1.19076 0.79885
3.978 -1.21739 0.772437
3.979 -1.19512 0.794929
3.98 -1.23439 0.756172
3.981 -1.22444 0.766481
3.982 -1.23831 0.752872
3.983 -1.20379 0.787944
3.984 -1.27827 0.714144
3.985 -1.36363 0.629363
3.986 -1.39874 0.594577
3.987 -1.43408 0.559639
3.988 -1.48184 0.512361
3.989 -1.50583 0.488802
3.99 -1.48407 0.511141
3.991 -1.4519 0.543853
3.992 -1.43642 0.559553
3.993 -1.47868 0.517616
3.994 -1.49508 0.502374
3.995 -1.51692 0.480941
3.996 -1.55518 0.443393
3.997 -1.57807 0.420805
3.998 -1.56945 0.429826
3.999 -1.58652 0.413507
4 -1.62751 0.372918
